TYPE;STATUT;ADRESSE;ARRONDISSEMENT;HORAIRE;ACCES_PMR;RELAIS_BEBE;URL_FICHE_EQUIPEMENT;geo_shape;geo_point_2d
TOILETTES;;JARDIN VILLEMIN;75010;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/jardin-villemin-1798;"{""coordinates"": [[2.3605865877739634, 48.87495187562732]], ""type"": ""MultiPoint""}";48.87495187562732,2.3605865877739634
TOILETTES;;PARC DE BERCY;75012;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/jardin-georges-duhamel-2559;"{""coordinates"": [[2.3824713993952864, 48.83398319424073]], ""type"": ""MultiPoint""}";48.83398319424073,2.3824713993952864
TOILETTES;;SQUARE DE LA RUE LEON FRAPIE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""coordinates"": [[2.412143699957275, 48.87242040371037]], ""type"": ""MultiPoint""}";48.87242040371037,2.412143699957275
TOILETTES;;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardins-abbe-pierre-grands-moulins-5044;"{""coordinates"": [[2.379618715998577, 48.82961671975898]], ""type"": ""MultiPoint""}";48.82961671975898,2.379618715998577
TOILETTES;;JARDIN DE LA DALLE FOUGERE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-leon-frapie-2722;"{""coordinates"": [[2.412431784164808, 48.87218012240723]], ""type"": ""MultiPoint""}";48.87218012240723,2.412431784164808
TOILETTES;;COULEE VERTE RENE DUMONT - PROMENADE DE LA RUE DU SAHEL;75012;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-charles-peguy-2575;"{""coordinates"": [[2.4022052949342276, 48.841005858981525]], ""type"": ""MultiPoint""}";48.841005858981525,2.4022052949342276
TOILETTES;;JARDIN JAMES JOYCE;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-james-joyce-2560;"{""coordinates"": [[2.373750809302066, 48.836321686226896]], ""type"": ""MultiPoint""}";48.836321686226896,2.373750809302066
SANISETTE;;147  RUE VERCINGETORIX;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.311419179565337, 48.83257405441342]], ""type"": ""MultiPoint""}";48.83257405441342,2.311419179565337
SANISETTE;;face au 19 RUE LEON LHERMITTE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.297810540412148, 48.84286484165984]], ""type"": ""MultiPoint""}";48.84286484165984,2.297810540412148
SANISETTE;;face au 22 PLACE DUPLEIX;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.2951225802537207, 48.85104533855425]], ""type"": ""MultiPoint""}";48.85104533855425,2.2951225802537207
SANISETTE;;2  RUE JACQUES KELLNER;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3280407633416678, 48.89583555740396]], ""type"": ""MultiPoint""}";48.89583555740396,2.3280407633416678
SANISETTE;;opposé au 94 RUE JEAN HENRI FABRE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3355374393632724, 48.901061167312136]], ""type"": ""MultiPoint""}";48.901061167312136,2.3355374393632724
SANISETTE;;face au 3 RUE MARCEL SEMBAT;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.33769097705436, 48.899016851977834]], ""type"": ""MultiPoint""}";48.899016851977834,2.33769097705436
SANISETTE;;opposé au 35 RUE BOINOD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3517628650661773, 48.894130055640744]], ""type"": ""MultiPoint""}";48.894130055640744,2.3517628650661773
SANISETTE;;25  AVENUE DE FLANDRE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.3703659880496173, 48.8857730296856]], ""type"": ""MultiPoint""}";48.8857730296856,2.3703659880496173
SANISETTE;;69  AVENUE DE FLANDRE;75019;24 h / 24;Oui;;;"{""coordinates"": [[2.373924071910594, 48.888695362745985]], ""type"": ""MultiPoint""}";48.888695362745985,2.373924071910594
SANISETTE;;AVENUE FRANKLIN D ROOSEVELT;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3101609181601725, 48.87014131314519]], ""type"": ""MultiPoint""}";48.87014131314519,2.3101609181601725
SANISETTE;;RUE VIGNON;;24 h / 24;Oui;;;"{""coordinates"": [[2.3265304464708967, 48.87252784014988]], ""type"": ""MultiPoint""}";48.87252784014988,2.3265304464708967
SANISETTE;;44  BOULEVARD MALESHERBES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.320451685354317, 48.87435840225736]], ""type"": ""MultiPoint""}";48.87435840225736,2.320451685354317
SANISETTE;;BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.343497799728155, 48.882709085896316]], ""type"": ""MultiPoint""}";48.882709085896316,2.343497799728155
SANISETTE;;8  PLACE JACQUES BONSERGENT;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.36098426518001, 48.8710936939782]], ""type"": ""MultiPoint""}";48.8710936939782,2.36098426518001
SANISETTE;;face au 113 BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3809564924568405, 48.857188156526306]], ""type"": ""MultiPoint""}";48.857188156526306,2.3809564924568405
SANISETTE;;282  BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3936632083961156, 48.84958044775067]], ""type"": ""MultiPoint""}";48.84958044775067,2.3936632083961156
SANISETTE;;133  BOULEVARD DE CHARONNE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3924513613234244, 48.85749370656371]], ""type"": ""MultiPoint""}";48.85749370656371,2.3924513613234244
SANISETTE;;opposé au 3 RUE DE L ABBE SOULANGE BODIN;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.317797978892912, 48.83548610047364]], ""type"": ""MultiPoint""}";48.83548610047364,2.317797978892912
SANISETTE;;98  BOULEVARD ARAGO;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.336803885060249, 48.834735549474466]], ""type"": ""MultiPoint""}";48.834735549474466,2.336803885060249
SANISETTE;;179  QUAI DE VALMY;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3673178205106837, 48.88016342714386]], ""type"": ""MultiPoint""}";48.88016342714386,2.3673178205106837
TOILETTES;;PARC DE CHOISY;75013;Voir fiche équipement;Oui;Oui;https://www.paris.fr/equipements/parc-de-choisy-1803;"{""coordinates"": [[2.3617356155766807, 48.827829639059495]], ""type"": ""MultiPoint""}";48.827829639059495,2.3617356155766807
TOILETTES;;SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT);75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-baudricourt-2853;"{""coordinates"": [[2.3643766979383063, 48.823048021231]], ""type"": ""MultiPoint""}";48.823048021231,2.3643766979383063
TOILETTES;;SQUARE NICOLE DE HAUTECLOCQUE;75015;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-nicole-de-hauteclocque-2558;"{""coordinates"": [[2.293571433539884, 48.85258139102268]], ""type"": ""MultiPoint""}";48.85258139102268,2.293571433539884
TOILETTES;;SQUARE DE LA RUE RENE BINET;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-rene-binet-2685;"{""coordinates"": [[2.3382332781104793, 48.899535275674594]], ""type"": ""MultiPoint""}";48.899535275674594,2.3382332781104793
TOILETTES;;JARDIN MARIA VERONE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-maria-verone-2763;"{""coordinates"": [[2.3358751815764123, 48.897104575300425]], ""type"": ""MultiPoint""}";48.897104575300425,2.3358751815764123
TOILETTES;;SQUARE SEVERINE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-severine-1776;"{""coordinates"": [[2.4097626284528997, 48.86626191584978]], ""type"": ""MultiPoint""}";48.86626191584978,2.4097626284528997
TOILETTES;;SQUARE RUES BELLEVILLE - TELEGRAPHE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-belleville-telegraphe-2724;"{""coordinates"": [[2.399293408514617, 48.875194891123265]], ""type"": ""MultiPoint""}";48.875194891123265,2.399293408514617
TOILETTES;;JARDIN DE L'HOSPICE DEBROUSSE;75020;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-de-l-hospice-debrousse-16194;"{""coordinates"": [[2.4069931381734215, 48.862359830386104]], ""type"": ""MultiPoint""}";48.862359830386104,2.4069931381734215
TOILETTES;;JARDIN D'EOLE - ESPLANADE;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-francoise-helene-jourda-ex-20-rue-du-departement-18075;"{""coordinates"": [[2.365850908359651, 48.8860364099231]], ""type"": ""MultiPoint""}";48.8860364099231,2.365850908359651
TOILETTES;;BOIS DE BOULOGNE - PARC DE BAGATELLE - GRILLE DE SEVRES;75016;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-de-bagatelle-1808;"{""coordinates"": [[2.2461755788083884, 48.87056564529141]], ""type"": ""MultiPoint""}";48.87056564529141,2.2461755788083884
URINOIR;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""coordinates"": [[2.3604302166803377, 48.8476257789993]], ""type"": ""MultiPoint""}";48.8476257789993,2.3604302166803377
WC PUBLICS PERMANENTS;;Sous le pont Louis Philippe;75004;;Non;;;"{""coordinates"": [[2.354644393586068, 48.85420227463654]], ""type"": ""MultiPoint""}";48.85420227463654,2.354644393586068
SANISETTE;;4  RUE DU COMMANDANT RENE MOUCHOTTE;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.3214109225080213, 48.8399779389822]], ""type"": ""MultiPoint""}";48.8399779389822,2.3214109225080213
SANISETTE;;BOULEVARD MURAT;75016;6 h - 22 h;Oui;;;"{""coordinates"": [[2.256178234666151, 48.84223492178067]], ""type"": ""MultiPoint""}";48.84223492178067,2.256178234666151
SANISETTE;;135  AVENUE DE CLICHY;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3196701030695888, 48.89080735250064]], ""type"": ""MultiPoint""}";48.89080735250064,2.3196701030695888
SANISETTE;;opposé au 22 BOULEVARD DES BATIGNOLLES;75017;6 h - 22 h;Oui;;;"{""coordinates"": [[2.325230210633042, 48.88309755113287]], ""type"": ""MultiPoint""}";48.88309755113287,2.325230210633042
SANISETTE;;74  AVENUE DE SAINT OUEN;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3271840142740987, 48.89193708249992]], ""type"": ""MultiPoint""}";48.89193708249992,2.3271840142740987
SANISETTE;;96  BOULEVARD BARBES;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3497411441355602, 48.89143639044488]], ""type"": ""MultiPoint""}";48.89143639044488,2.3497411441355602
SANISETTE;;PLACE DE LA CHAPELLE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.359098476818927, 48.88464490930497]], ""type"": ""MultiPoint""}";48.88464490930497,2.359098476818927
SANISETTE;;BOULEVARD D ALGERIE;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4004087938674723, 48.880680241510866]], ""type"": ""MultiPoint""}";48.880680241510866,2.4004087938674723
SANISETTE;;RUE CESARIA EVORA;75019;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3774698258746425, 48.89769666177365]], ""type"": ""MultiPoint""}";48.89769666177365,2.3774698258746425
SANISETTE;;face au 148 BOULEVARD DE MENILMONTANT;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.383389726625513, 48.86675503488674]], ""type"": ""MultiPoint""}";48.86675503488674,2.383389726625513
SANISETTE;;AVENUE DU PROFESSEUR ANDRE LEMIERE;75020;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4147151114105845, 48.85833811315611]], ""type"": ""MultiPoint""}";48.85833811315611,2.4147151114105845
SANISETTE;;3  RUE SORBIER;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.3898886443887415, 48.8684257392606]], ""type"": ""MultiPoint""}";48.8684257392606,2.3898886443887415
SANISETTE;;1  RUE BELGRAND;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.399823703089333, 48.864920416418464]], ""type"": ""MultiPoint""}";48.864920416418464,2.399823703089333
SANISETTE;;107  RUE RAMBUTEAU;;24 h / 24;Oui;;;"{""coordinates"": [[2.3463926621024074, 48.86274833004129]], ""type"": ""MultiPoint""}";48.86274833004129,2.3463926621024074
SANISETTE;;79  BOULEVARD DU TEMPLE;;24 h / 24;Oui;;;"{""coordinates"": [[2.366305527110087, 48.86355463067629]], ""type"": ""MultiPoint""}";48.86355463067629,2.366305527110087
SANISETTE;;6  QUAI DE GESVRES;;24 h / 24;Oui;;;"{""coordinates"": [[2.3497964639684517, 48.856486160078234]], ""type"": ""MultiPoint""}";48.856486160078234,2.3497964639684517
SANISETTE;;41  BOULEVARD BOURDON;;24 h / 24;Oui;;;"{""coordinates"": [[2.368356693963534, 48.8526426890932]], ""type"": ""MultiPoint""}";48.8526426890932,2.368356693963534
SANISETTE;;9  AVENUE DES GOBELINS;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.351186507903939, 48.83795209152188]], ""type"": ""MultiPoint""}";48.83795209152188,2.351186507903939
SANISETTE;;face au 7 BOULEVARD DE MENILMONTANT;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3893212202570404, 48.85881749412743]], ""type"": ""MultiPoint""}";48.85881749412743,2.3893212202570404
SANISETTE;;face au 48 BOULEVARD VOLTAIRE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.371039582240022, 48.86338089367277]], ""type"": ""MultiPoint""}";48.86338089367277,2.371039582240022
SANISETTE;;4  BOULEVARD DIDEROT;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369251752524021, 48.84528888185513]], ""type"": ""MultiPoint""}";48.84528888185513,2.369251752524021
SANISETTE;;opposé au 16 PLACE DE LA NATION;75012;24 h / 24;Oui;;;"{""coordinates"": [[2.395482550580249, 48.84744480307578]], ""type"": ""MultiPoint""}";48.84744480307578,2.395482550580249
SANISETTE;;face au 1 BOULEVARD DE REUILLY;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3895729379343194, 48.83894041055916]], ""type"": ""MultiPoint""}";48.83894041055916,2.3895729379343194
SANISETTE;;RUE CLISSON;75013;24 h / 24;Oui;;;"{""coordinates"": [[2.3653014793666163, 48.829376228032494]], ""type"": ""MultiPoint""}";48.829376228032494,2.3653014793666163
SANISETTE;;BOULEVARD ARAGO;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3463699074489357, 48.83496155198776]], ""type"": ""MultiPoint""}";48.83496155198776,2.3463699074489357
SANISETTE;;53  BOULEVARD SAINT MARCEL;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3556459725821877, 48.837911595474374]], ""type"": ""MultiPoint""}";48.837911595474374,2.3556459725821877
SANISETTE;;87  AVENUE D ITALIE;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3581268048166164, 48.82394344207883]], ""type"": ""MultiPoint""}";48.82394344207883,2.3581268048166164
SANISETTE;;88  AVENUE DU MAINE;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3223383620513456, 48.83811061304954]], ""type"": ""MultiPoint""}";48.83811061304954,2.3223383620513456
SANISETTE;;95  BOULEVARD DE PORT ROYAL;75014;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3418057664472203, 48.838270229702346]], ""type"": ""MultiPoint""}";48.838270229702346,2.3418057664472203
SANISETTE;;63  AVENUE DU GENERAL LECLERC;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.327979589558433, 48.82896483276907]], ""type"": ""MultiPoint""}";48.82896483276907,2.327979589558433
SANISETTE;;2  RUE DES ECLUSES SAINT MARTIN;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.368177603725199, 48.876238731757724]], ""type"": ""MultiPoint""}";48.876238731757724,2.368177603725199
SANISETTE;;face au 182 RUE DU FAUBOURG SAINT MARTIN;75010;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3616456904320775, 48.878147412171884]], ""type"": ""MultiPoint""}";48.878147412171884,2.3616456904320775
TOILETTES;;PARC MONTSOURIS;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/jardin-et-aire-de-jeux-de-la-zac-alesia-montsouris-2867;"{""coordinates"": [[2.336591567464137, 48.82227702606083]], ""type"": ""MultiPoint""}";48.82227702606083,2.336591567464137
TOILETTES;;SQUARE DE LA RUE DE CHATILLON;75014;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-lionel-assouad-2735;"{""coordinates"": [[2.322543511934719, 48.82795466104957]], ""type"": ""MultiPoint""}";48.82795466104957,2.322543511934719
TOILETTES;;SQUARE DE L'OISEAU LUNAIRE;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-de-l-oiseau-lunaire-ex-blomet-2519;"{""coordinates"": [[2.3055881743078164, 48.842135463891644]], ""type"": ""MultiPoint""}";48.842135463891644,2.3055881743078164
TOILETTES;;SQUARE BOUCICAUT;75007;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-boucicaut-2462;"{""coordinates"": [[2.3256456425088223, 48.85111943871574]], ""type"": ""MultiPoint""}";48.85111943871574,2.3256456425088223
TOILETTES;;SQUARE MONTHOLON;75009;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-montholon-2469;"{""coordinates"": [[2.3467356432359514, 48.87722013771023]], ""type"": ""MultiPoint""}";48.87722013771023,2.3467356432359514
TOILETTES;;SQUARE DES DEUX NETHES;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-des-deux-nethes-2765;"{""coordinates"": [[2.327515102674248, 48.88565854413966]], ""type"": ""MultiPoint""}";48.88565854413966,2.327515102674248
TOILETTES;;JARDIN ILAN HALIMI (ANC. RUE DE FECAMP - MICHEL BIZOT);75012;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-ilan-halimi-2595;"{""coordinates"": [[2.4011909467705785, 48.83625106997376]], ""type"": ""MultiPoint""}";48.83625106997376,2.4011909467705785
TOILETTES;;JARDIN BRASSAI;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-brassai-2571;"{""coordinates"": [[2.349436628957498, 48.828587086078144]], ""type"": ""MultiPoint""}";48.828587086078144,2.349436628957498
SANISETTE;;36  RUE DE LA CHARBONNIERE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.352186422605598, 48.88410387025656]], ""type"": ""MultiPoint""}";48.88410387025656,2.352186422605598
SANISETTE;;23  RUE LAMBERT;75018;24 h / 24;Oui;;;"{""coordinates"": [[2.3451542761026407, 48.889063914793674]], ""type"": ""MultiPoint""}";48.889063914793674,2.3451542761026407
SANISETTE;;RUE HENRI HUCHARD;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3341640886753074, 48.898997853477596]], ""type"": ""MultiPoint""}";48.898997853477596,2.3341640886753074
SANISETTE;;face au 3 BOULEVARD NEY;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3692981281477135, 48.89877331075297]], ""type"": ""MultiPoint""}";48.89877331075297,2.3692981281477135
SANISETTE;;1  RUE DE LA BONNE;75018;6 h - 22 h;Oui;;;"{""coordinates"": [[2.343545156427324, 48.88736179846098]], ""type"": ""MultiPoint""}";48.88736179846098,2.343545156427324
SANISETTE;;6  PLACE DE LA PORTE DE BAGNOLET;75020;24 h / 24;Oui;;;"{""coordinates"": [[2.408985779271119, 48.86412097368338]], ""type"": ""MultiPoint""}";48.86412097368338,2.408985779271119
SANISETTE;;RUE COQUILLIERE;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3424722986932665, 48.8635474009773]], ""type"": ""MultiPoint""}";48.8635474009773,2.3424722986932665
SANISETTE;;17  AVENUE VICTORIA;;24 h / 24;Oui;;;"{""coordinates"": [[2.346535672660025, 48.857970439927115]], ""type"": ""MultiPoint""}";48.857970439927115,2.346535672660025
SANISETTE;;face au 34 RUE DU GRENIER SAINT LAZARE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3527177147335756, 48.8630936107319]], ""type"": ""MultiPoint""}";48.8630936107319,2.3527177147335756
SANISETTE;;115  RUE SAINT MARTIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.3511711256542633, 48.86052384157859]], ""type"": ""MultiPoint""}";48.86052384157859,2.3511711256542633
SANISETTE;;4  RUE POLIVEAU;;24 h / 24;Oui;;;"{""coordinates"": [[2.3612732635708595, 48.8403933177024]], ""type"": ""MultiPoint""}";48.8403933177024,2.3612732635708595
SANISETTE;;face au 4 BOULEVARD RICHARD LENOIR;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3697001838311302, 48.853983171388194]], ""type"": ""MultiPoint""}";48.853983171388194,2.3697001838311302
SANISETTE;;PLACE DE LA BASTILLE;75011;6 h - 22 h;Oui;;;"{""coordinates"": [[2.370072634439651, 48.85331060980803]], ""type"": ""MultiPoint""}";48.85331060980803,2.370072634439651
SANISETTE;;26  BOULEVARD DE REUILLY;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.392302587363353, 48.83916534421364]], ""type"": ""MultiPoint""}";48.83916534421364,2.392302587363353
SANISETTE;;1  RUE EMILE LEVASSOR;75013;6 h - 22 h;Oui;;;"{""coordinates"": [[2.369013887547498, 48.82124040430335]], ""type"": ""MultiPoint""}";48.82124040430335,2.369013887547498
SANISETTE;;face au 32 BOULEVARD EDGAR QUINET;75014;24 h / 24;Oui;;;"{""coordinates"": [[2.3268312111018647, 48.84047147744345]], ""type"": ""MultiPoint""}";48.84047147744345,2.3268312111018647
SANISETTE;;11  PLACE DE LA BATAILLE DE STALINGRAD;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3687424642685415, 48.88357327133696]], ""type"": ""MultiPoint""}";48.88357327133696,2.3687424642685415
SANISETTE;;5  RUE DE MAZAGRAN;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3513780148175054, 48.87049160141798]], ""type"": ""MultiPoint""}";48.87049160141798,2.3513780148175054
TOILETTES;;SQUARE HENRI CADIOU;75013;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-henri-cadiou-2529;"{""coordinates"": [[2.3425014153332793, 48.83447425994399]], ""type"": ""MultiPoint""}";48.83447425994399,2.3425014153332793
TOILETTES;;PARC ANDRE CITROEN;75015;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/parc-andre-citroen-1791;"{""coordinates"": [[2.2752968073391773, 48.8420964537002]], ""type"": ""MultiPoint""}";48.8420964537002,2.2752968073391773
URINOIR;;JARDIN TINO ROSSI - MUSEE DE LA SCULPTURE EN PLEIN AIR;75005;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/jardin-tino-rossi-1786;"{""coordinates"": [[2.3615979627373864, 48.84699411929912]], ""type"": ""MultiPoint""}";48.84699411929912,2.3615979627373864
TOILETTES;;SQUARE DE LA ROQUETTE;75011;Voir fiche équipement;Non;Oui;https://www.paris.fr/equipements/square-marcel-rajman-16638;"{""coordinates"": [[2.384662193346416, 48.85998930823249]], ""type"": ""MultiPoint""}";48.85998930823249,2.384662193346416
TOILETTES;;SQUARE MAURICE KRIEGEL-VALRIMONT DIT SQUARE DE CLIGNANCOURT;75018;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-maurice-kriegel-valrimont-ex-de-clignancourt-2651;"{""coordinates"": [[2.3464251103905993, 48.89324524823646]], ""type"": ""MultiPoint""}";48.89324524823646,2.3464251103905993
TOILETTES;;SQUARE MARIE CURIE;75013;Voir fiche équipement;Oui;Non;https://www.paris.fr/equipements/square-marie-curie-2496;"{""coordinates"": [[2.363377117758928, 48.84118348892286]], ""type"": ""MultiPoint""}";48.84118348892286,2.363377117758928
WC PUBLICS PERMANENTS;;Parc Rives de Seine;75004;;Non;;;"{""coordinates"": [[2.3461220503761466, 48.8573418185966]], ""type"": ""MultiPoint""}";48.8573418185966,2.3461220503761466
SANISETTE;;26  PLACE ETIENNE PERNET;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.292137239974756, 48.84258937721881]], ""type"": ""MultiPoint""}";48.84258937721881,2.292137239974756
SANISETTE;;73  QUAI BRANLY;75015;24 h / 24;Oui;;;"{""coordinates"": [[2.291104558604043, 48.8572621090066]], ""type"": ""MultiPoint""}";48.8572621090066,2.291104558604043
SANISETTE;;face au 5 PLACE DU COMMERCE;75015;6 h - 22 h;Oui;;;"{""coordinates"": [[2.2921824678562546, 48.845378213876145]], ""type"": ""MultiPoint""}";48.845378213876145,2.2921824678562546
SANISETTE;;109  BOULEVARD DE SEBASTOPOL;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3527266506130737, 48.86681987649092]], ""type"": ""MultiPoint""}";48.86681987649092,2.3527266506130737
SANISETTE;;37  RUE DU LOUVRE;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3438209928812315, 48.8674378410879]], ""type"": ""MultiPoint""}";48.8674378410879,2.3438209928812315
SANISETTE;;37  BOULEVARD DES CAPUCINES;;6 h - 22 h;Oui;;;"{""coordinates"": [[2.329345376568483, 48.870058233825205]], ""type"": ""MultiPoint""}";48.870058233825205,2.329345376568483
SANISETTE;;123  RUE SAINT ANTOINE;;24 h / 24;Oui;;;"{""coordinates"": [[2.360419701884549, 48.85530319788792]], ""type"": ""MultiPoint""}";48.85530319788792,2.360419701884549
SANISETTE;;123  RUE SAINT JACQUES;;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3439878240330754, 48.84781204558067]], ""type"": ""MultiPoint""}";48.84781204558067,2.3439878240330754
SANISETTE;;2  PLACE JOFFRE;;24 h / 24;Oui;;;"{""coordinates"": [[2.305083210870264, 48.854301176148155]], ""type"": ""MultiPoint""}";48.854301176148155,2.305083210870264
SANISETTE;;12  PLACE GEORGES GUILLAUMIN;;24 h / 24;Oui;;;"{""coordinates"": [[2.303210664567427, 48.87477424791767]], ""type"": ""MultiPoint""}";48.87477424791767,2.303210664567427
SANISETTE;;45  BOULEVARD DE ROCHECHOUART;;24 h / 24;Oui;;;"{""coordinates"": [[2.343497799728155, 48.882709085896316]], ""type"": ""MultiPoint""}";48.882709085896316,2.343497799728155
SANISETTE;;20  BOULEVARD SAINT MARTIN;75010;24 h / 24;Oui;;;"{""coordinates"": [[2.3561732757321483, 48.868999656313925]], ""type"": ""MultiPoint""}";48.868999656313925,2.3561732757321483
SANISETTE;;54  BOULEVARD DE PICPUS;75012;6 h - 22 h;Oui;;;"{""coordinates"": [[2.4018852062099447, 48.84368377089712]], ""type"": ""MultiPoint""}";48.84368377089712,2.4018852062099447
SANISETTE;;face au 18 AVENUE DU GENERAL LECLERC;75014;6 h - 1 h;Oui;;;"{""coordinates"": [[2.3309407500304644, 48.83234245020399]], ""type"": ""MultiPoint""}";48.83234245020399,2.3309407500304644
SANISETTE;;145  BOULEVARD DE MAGENTA;75010;6 h - 22 h;Oui;;;"{""coordinates"": [[2.3505342288843942, 48.88224462938898]], ""type"": ""MultiPoint""}";48.88224462938898,2.3505342288843942
SANISETTE;;RUE DU FAUBOURG DU TEMPLE;75011;24 h / 24;Oui;;;"{""coordinates"": [[2.3653202953346275, 48.868029196720336]], ""type"": ""MultiPoint""}";48.868029196720336,2.3653202953346275
TOILETTES;;SQUARE FERDINAND BRUNOT;75014;Voir fiche équipement;Non;Non;https://www.paris.fr/equipements/square-de-l-aspirant-dunand-2543;"{""coordinates"": [[2.32688024224376, 48.83229243383418]], ""type"": ""MultiPoint""}";48.83229243383418,2.32688024224376
